Ref_ID,Cross_Ref_ID,Title,Authors,Year,Journal,Volume,Start_page,End_page,PubMed,Comment,Tissue_processing,Start_material,Prescreening,Material_sequenced,exon2,exon3,exon4,exon5,exon6,exon7,exon8,exon9,exon10,exon11,Exclude_analysis,WGS_WXS
322,,Progression of basal cell carcinoma through loss of chromosome 9q and inactivation of a single p53 allele,van der Riet P;Karp D;Farmer E;Wei Q;Grossman L;Tokino K;Ruppert JM;Sidransky D;,1994,Cancer Res,54,25,27,0008261448,,fixed,DNA,none,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
323,,Analysis of the p53 gene and its expression in human glioblastoma cells,Van Meir EG;Kikuchi T;Tada M;Li H;Diserens AC;Wojcik BE;Huang HJ;Friedmann T;de Tribolet N;Cavenee WK;,1994,Cancer Res,54,649,652,0008306326,,frozen,DNA,none,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
324,,p53 gene mutation spectrum in hepatocellular carcinomas in Hong Kong Chinese,Ng IO;Chung LP;Tsang SW;Lam CL;Lai EC;Fan ST;Ng M;,1994,Oncogene,9,985,990,0008108145,,frozen,DNA,,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
325,,p53 gene mutations in oropharyngeal carcinomas: a comparison of solitary and multiple primary tumours and lymph-node metastases,Zariwala M;Schmid S;Pfaltz M;Ohgaki H;Kleihues P;Schafer R;,1994,Int J Cancer,56,807,811,0008119770,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
326,,Pattern of mutant p53 expression in human astrocytomas suggests the existence of alternate pathways of tumorigenesis,Chozick BS;Weicker ME;Pezzullo JC;Jackson CL;Finkelstein SD;Ambler MW;Epstein MH;Finch PW;,1994,Cancer,73,406,415,0008293408,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
327,,p53 gene mutations and steroid receptor status in breast cancer. Clinicopathologic correlations and prognostic assessment,Caleffi M;Teague MW;Jensen RA;Vnencak-Jones CL;Dupont WD;Parl FF;,1994,Cancer,73,2147,2156,0008156519,,,DNA,DGGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
328,,Genetic heterogeneity of hepatocellular carcinoma,Unsal H;Yakicier C;Marcais C;Kew M;Volkmann M;Zentgraf H;Isselbacher KJ;Ozturk M;,1994,Proc Natl Acad Sci U S A,91,822,826,0008290606,,,DNA,SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
329,,Frameshift and nonsense p53 mutations in squamous cell carcinoma of head and neck: Non-reactivity with three anti-p53 monoclonal antibodies,Chen YT;Xu L;Massey L;Zlotolow IM;Huvos AG;Garin-Chesa P;Old LJ;,1994,Int J Oncol,4,609,614,21566966,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
330,,Allelic deletions on chromosome 17,Piccirilli CB;Saxena A;,1994,Int J Oncol,4,37,42,NA,,frozen,DNA,none,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
331,,Nonhereditary p53 mutations in T-cell acute lymphoblastic leukemia are associated with the relapse phase,Hsiao MH;Yu AL;Yeargin J;Ku D;Haas M;,1994,Blood,83,2922,2930,0008180387,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
332,,p53 mutations in cervical carcinogenesis--low frequency and lack of correlation with human papillomavirus status,Busby-Earle RM;Steel CM;Williams AR;Cohen B;Bird CC;,1994,Br J Cancer,69,732,737,0008142262,,frozen,DNA,DGGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
333,,p53 mutations in primary human lung tumors and their metastases,Reichel MB;Ohgaki H;Petersen I;Kleihues P;,1994,Mol Carcinog,9,105,109,0008142008,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
334,,Mutations of the p53 tumor suppressor gene occur infrequently in Wilms tumor,Malkin D;Sexsmith E;Yeger H;Williams BR;Coppes MJ;,1994,Cancer Res,54,2077,2079,0008174107,,frozen,DNA,SSCP,cloned,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
335,,Clonal expansion of p53 mutant cells in leukemia progression in vitro,Wada H;Asada M;Nakazawa S;Itoh H;Kobayashi Y;Inoue T;Fukumuro K;Chan LC;Sugita K;Hanada R;,1994,Leukemia,8,53,59,0008289498,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
336,,Carcinoma of the vulva: HPV and p53 mutations,Lee YY;Wilczynski SP;Chumakov A;Chih D;Koeffler HP;,1994,Oncogene,9,1655,1659,0008183560,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
337,337,Alterations of the TP53 gene in human gliomas,Rasheed BK;McLendon RE;Herndon JE;Friedman HS;Friedman AH;Bigner DD;Bigner SH;,1994,Cancer Res,54,1324,1330,0008118823,"See ref 1272, 1743 and 2139",frozen,DNA,IHC/SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
339,,Relative efficiency of denaturing gradient gel electrophoresis and single strand conformation polymorphism in the detection of mutations in exons 5 to 8 of the p53 gene,Moyret C;Theillet C;Puig PL;Moles JP;Thomas G;Hamelin R;,1994,Oncogene,9,1739,1743,0008183571,,frozen,DNA,SSCP/DGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
340,,K-ras and p53 gene mutations in pancreatic cancer: ductal and nonductal tumors progress through different genetic lesions,Pellegata NS;Sessa F;Renault B;Bonato M;Leone BE;Solcia E;Ranzani GN;,1994,Cancer Res,54,1556,1560,0008137263,,fixed,DNA,DGGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
341,,Loss of heterozygosity and p53 gene mutations in breast cancer,Deng G;Chen LC;Schott DR;Thor A;Bhargava V;Ljung BM;Chew K;Smith HS;,1994,Cancer Res,54,499,505,0008275488,,,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
342,,Detection of oncogene mutations in sputum precedes diagnosis of lung cancer,Mao L;Hruban RH;Boyle JO;Tockman M;Sidransky D;,1994,Cancer Res,54,1634,1637,0008137272,,fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
343,,p53 mutations in HPV-negative cervical carcinoma,Park DJ;Wilczynski SP;Paquette RL;Miller CW;Koeffler HP;,1994,Oncogene,9,205,210,0008302581,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No
344,344,p53 overexpression is frequent in European hepatocellular carcinoma and largely independent of the codon 249 hot spot mutation,Volkmann M;Hofmann WJ;Muller M;Rath U;Otto G;Zentgraf H;Galle PR;,1994,Oncogene,9,195,204,0008302580,See ref 1669,frozen,DNA,SSCP/IHC,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
345,,Mutation and overexpression of the p53 tumor suppressor gene frequently occurs in uterine and ovarian sarcomas,Liu FS;Kohler MF;Marks JR;Bast RC;Boyd J;Berchuck A;,1994,Obstet Gynecol,83,118,124,0008272291,,frozen,DNA,SSCP,cloned,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
346,,p53 mutations and overexpression in locally advanced breast cancers,Faille A;de Cremoux P;Extra JM;Linares G;Espie M;Bourstyn E;De Rocquancourt A;Giacchetti S;Marty M;Calvo F;,1994,Br J Cancer,69,1145,1150,0008198984,,frozen,DNA,SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
347,,Abnormalities of the p53 MDM2 and DCC genes in human leiomyosarcomas,Patterson H;Gill S;Fisher C;Law MG;Jayatilake H;Fletcher CD;Thomas M;Grimer R;Gusterson BA;Cooper CS;,1994,Br J Cancer,69,1052,1058,0008198970,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
348,,"Inactivation of tumor suppressor genes, p53 and Rb1, in plasma cell dyscrasias",Corradini P;Inghirami G;Astolfi M;Ladetto M;Voena C;Ballerini P;Gu W;Nilsson K;Knowles DM;Boccadoro M;,1994,Leukemia,8,758,767,0008182933,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
349,,p53 mutations in Barrett's adenocarcinoma and high-grade dysplasia,Neshat K;Sanchez CA;Galipeau PC;Blount PL;Levine DS;Joslyn G;Reid BJ;,1994,Gastroenterology,106,1589,1595,0008194706,,fresh,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
350,350,p53 mutations in pancreatic carcinoma and evidence of common involvement of homocopolymer tracts in DNA microdeletions,Redston MS;Caldas C;Seymour AB;Hruban RH;da Costa L;Yeo CJ;Kern SE;,1994,Cancer Res,54,3025,3033,0008187092,,frozen,DNA,none,cloned,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
351,351,Mutations of p53 gene in hepatocellular carcinoma (HCC) correlate with tumor progression and patient prognosis: a study of 138 patients with unifocal HCC,Hsu HC;Peng SY;Lai PL;Chu JS;Lee PH;,1994,Int J Oncol,4,1341,1347,21567059,"See ref 2021, 2341",frozen,DNA,SSCP,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
352,,p53 mutations in human tumors with chimeric EWS/FLI-1 genes,Hamelin R;Zucman J;Melot T;Delattre O;Thomas G;,1994,Int J Cancer,57,336,340,0008168993,,,DNA,DGGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
354,,c-k-ras and p53 mutations occur very early in adenocarcinoma of the lung,Li ZH;Zheng J;Weiss LM;Shibata D;,1994,Am J Pathol,144,303,309,0008311114,,fixed,DNA,SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
355,,"Anaplastic Wilms' tumour, a subtype displaying poor prognosis, harbours p53 gene mutations",Bardeesy N;Falkoff D;Petruzzi MJ;Nowak N;Zabel B;Adam M;Aguiar MC;Grundy P;Shows T;Pelletier J;,1994,Nat Genet,7,91,97,0008075648,,fixed,DNA,SSCP,cloned,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
356,356,p53 mutations in human adrenocortical neoplasms: immunohistochemical and molecular studies,Reincke M;Karl M;Travis WH;Mastorakos G;Allolio B;Linehan HM;Chrousos GP;,1994,J Clin endocrinol Metab,78,790,794,0008126158,,fixed/frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
357,357,Mutation of the p53 gene in gallbladder cancer,Takagi S;Naito E;Yamanouchi H;Ohtsuka H;Kominami R;Yamamoto M;,1994,Tohoku J Exp Med,172,283,289,0008073440,,,DNA,SSCP,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
358,,Mutations of the p53 gene in human functional adrenal neoplasms,Lin SR;Lee YJ;Tsai JH;,1994,J Clin endocrinol Metab,78,483,491,0008106638,,frozen,DNA,SSCP,cloned,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No
359,,Frequent alterations of the tumor suppressor genes p53 and DCC in human pancreatic carcinoma,Simon B;Weinel R;Hohne M;Watz J;Schmidt J;Kortner G;Arnold R;,1994,Gastroenterology,106,1645,1651,0008194712,,frozen,DNA,none,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
360,,Establishment of human oral-cancer cell lines (KOSC-2 and -3) carrying p53 and c-myc abnormalities by geneticin treatment,Inagaki T;Matsuwari S;Takahashi R;Shimada K;Fujie K;Maeda S;,1994,Int J Cancer,56,301,308,0008314315,,fresh,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
361,,Alterations of the p53 gene in Epstein-Barr virus-associated immunodeficiency-related lymphomas,Edwards RH;Raab-Traub N;,1994,J Virol,68,1309,1315,0008107196,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
362,,Frequent K-ras mutations and absence of p53 mutations in mucin- producing tumors of the pancreas,Hoshi T;Imai M;Ogawa K;,1994,J Surg Oncol,55,84,91,0008121190,,fixed,DNA,DGGE,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
363,,p53 gene mutations in brain tumors in Taiwan,Hsieh LL;Hsia CF;Wang LY;Chen CJ;Ho YS;,1994,Cancer Lett,78,25,32,0008180965,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
364,,Analysis of p53 gene mutations in human gliomas by polymerase chain reaction-based single-strand conformation polymorphism and DNA sequencing,Sarkar FH;Kupsky WJ;Li YW;Sreepathi P;,1994,Diagn Mol Pathol,3,2,8,0008162251,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
365,,Genetic analysis of p53 and RB1 tumor-suppressor genes in blast crisis of chronic myeloid leukemia,Gaidano G;Serra A;Guerrasio A;Rege-Cambrin G;Mazza U;Saglio G;,1994,Ann Hematol,68,3,7,0008110876,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
366,,Sequence-based analysis of the human p53 gene based on microdissection of tumor biopsy samples,Hedrum A;Ponten F;Ren Z;Lundeberg J;Ponten J;Uhlen M;,1994,Biotechniques,17,118,,0007946294,,frozen,DNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
367,,Low frequency of the p53 gene mutations in neuroblastoma,Hosoi G;Hara J;Okamura T;Osugi Y;Ishihara S;Fukuzawa M;Okada A;Okada S;Tawa A;,1994,Cancer,73,3087,3093,0008200007,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
368,,A unique p53 intragenic deletion flanked by short direct repeats results in loss of mRNA expression in a human esophageal carcinoma,Huang Y;Yin J;Meltzer SJ;,1994,Carcinogenesis,15,1653,1655,0008055646,,,RNA,none,cloned,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
369,,P53 gene mutations in Chinese human testicular seminoma,Wei YD;Jiafu Z;Xi QS;Yongjiang M;Xiulong Z;Daizong L;Jianren G;,1993,J Urol,150,884,886,8345605,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
370,,"Genomic instability of microsatellite repeats and mutations of H-, K-, and N-ras, and p53 genes in renal cell carcinoma",Uchida T;Wada C;Wang C;Egawa S;Ohtani H;Koshiba K;,1994,Cancer Res,54,3682,3685,0008033084,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No
371,,p53 alterations in gastric carcinoma: a study of 56 primary tumors and 204 nodal metastases,Seruca R;David L;Castedo S;Veiga I;Borresen AL;Sobrinho-Simoes M;,1994,Cancer Genet Cytogenet,75,45,50,0008039163,,frozen,DNA,DGGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
372,,Polymerase chain reaction-single strand conformation polymorphism analysis of the p53 gene in paraffin-embedded surgical material from human renal cell carcinomas,Kikuchi Y;Kishi T;Suzuki M;Furusato M;Aizawa S;,1994,Virchows Arch,424,229,233,0008186888,,fixed,DNA,SSCP,cloned,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
373,,Progressive B-cell chronic lymphocytic leukaemia frequently exhibits aberrant p53 expression,Aguilar-Santelises M;Magnusson KP;Wiman KG;Mellstedt H;Jondal M;,1994,Int J Cancer,58,474,479,0008056442,,,RNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
374,,Frequent p53 gene involvement in splenic B-cell leukemia/lymphomas of possible marginal zone origin,Baldini L;Fracchiolla NS;Cro LM;Trecca D;Romitti L;Polli E;Maiolo AT;Neri A;,1994,Blood,84,270,278,0008018922,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
375,,Mutations in the p53 gene: an early marker of neoplastic progression in ulcerative colitis,Brentnall TA;Crispin DA;Rabinovitch PS;Haggitt RC;Rubin CE;Stevens AC;Burmer GC;,1994,Gastroenterology,107,369,378,0008039614,,,DNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
376,,Ultraviolet-induced p53 mutations in atypical fibroxanthoma,Dei Tos AP;Maestro R;Doglioni C;Gasparotto D;Boiocchi M;Laurino L;Fletcher CD;,1994,Am J Pathol,145,11,17,0008030743,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
377,,"p53 tumor suppressor gene mutation in early esophageal precancerous lesions and carcinoma among high-risk populations in Henan, China",Gao H;Wang LD;Zhou Q;Hong JY;Huang TY;Yang CS;,1994,Cancer Res,54,4342,4346,0008044781,,fixed,DNA,IHC/SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
378,,Prevalence of p53 mutations in patients with squamous cell carcinoma of the esophagus,Gates CE;Reed CE;Bromberg JS;Everett ET;Baron PL;,1994,J Thorac Cardiovasc Surg,108,148,152,0008028358,,frozen,RNA,none,cloned,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
379,,Frequent p53 gene mutations and novel alleles in familial breast cancer,Glebov OK;McKenzie KE;White CA;Sukumar S;,1994,Cancer Res,54,3703,3709,0008033087,,fixed,DNA,SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
380,,Mutations in the p53 gene in human astrocytomas: detection by single- strand conformation polymorphism analysis and direct DNA sequencing,Hunter SB;Bandea C;Swan D;Abbott K;Varma VA;,1993,Mod Pathol,6,442,445,0008415589,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
381,,Carcinogen-specific mutations in the p53 tumor suppressor gene in lung cancer,Kandioler D;Foedinger M;Mueller MR;Eckersberger F;Mannhalter C;Wolner E;,1994,J Thorac Cardiovasc Surg,107,1095,1098,0008159032,,frozen,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
382,,Molecular genetic profiles of colitis-associated neoplasms,Kern SE;Redston M;Seymour AB;Caldas C;Powell SM;Kornacki S;Kinzler KW;,1994,Gastroenterology,107,420,428,0008039618,,frozen,DNA,none,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
383,,Chromosome 17 abnormalities and TP53 mutations in adult soft tissue sarcomas,Latres E;Drobnjak M;Pollack D;Oliva MR;Ramos M;Karpeh M;Woodruff JM;Cordon-Cardo C;,1994,Am J Pathol,145,345,355,0008053493,,frozen,DNA,SSCP,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
384,,Molecular pathology in basal cell cancer with p53 as a genetic marker,Ponten F;Berg C;Ahmadian A;Ren ZP;Nister M;Lundeberg J;Uhlen M;Ponten J;,1997,Oncogene,15,1059,1067,0009285560,,fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
385,,Different patterns of p53 gene mutations in endometrial carcinomas and endometrioid carcinomas of the ovary,Sawairi-Itoh M;Imai A;Murase T;Niwa K;Itoh N;Mori H;Tamaya T;,1994,Int J Oncol,5,583,588,21559617,,fixed,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,No
386,,Occurrence of human papillomavirus and p53 gene mutations in Kaposi's sarcoma,Scinicariello F;Dolan MJ;Nedelcu I;Tyring SK;Hilliard JK;,1994,Virology,203,153,157,0008030271,,fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
387,,P53 mutations in gastric and colorectal cancers in Texas Hispanics versus Anglos,Schneider BG;Hilsenbeck SG;Hensel CH;Pekkel V;Shelton CH;Rodriguez-Martinez HA;Gutierrez-Diaz ME;Pulitzer DR;Allred DC;,1994,Virchows Arch,424,187,193,0008180781,,frozen,DNA,SSCP,direct/cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
388,,P53 gene mutations in women with breast cancer and a previous history of benign breast disease,Seth A;Palli D;Mariano JM;Metcalf R;Venanzoni MC;Bianchi S;Kottaridis SD;Papas TS;,1994,Eur J Cancer,,808,812,0007917542,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,No
389,,Mutational spectrum in the p53 gene in bladder tumors from the endemic area of black foot disease in Taiwan,Shibata A;Ohneseit PF;Tsai YC;Spruck CH;Nichols PW;Chiang HS;Lai MK;Jones PA;,1994,Carcinogenesis,15,1085,1087,0008020137,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
390,,Mutations of the p53 gene in carcinomas of the urinary system,Suzuki Y;Tamura G;,1993,Acta Pathol Jpn,43,745,750,0008109252,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
391,,p53 mutations and microsatellite analysis of loss of heterozygosity in malignant gliomas,Tenan M;Colombo BM;Pollo B;Cajola L;Broggi G;Finocchiaro G;,1994,Cancer Genet Cytogenet,74,139,143,0008019958,,fresh/fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
392,,Mutations in the conserved regions of p53 are infrequent in betel- associated oral cancers from Papua New Guinea,Thomas S;Brennan J;Martel G;Frazer I;Montesano R;Sidransky D;Hollstein M;,1994,Cancer Res,54,3588,3593,0008012986,,frozen,DNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No
393,,Analysis of p53 gene mutations in acute myeloid leukemia,Trecca D;Longo L;Biondi A;Cro L;Calori R;Grignani F;Maiolo AT;Pelicci PG;Neri A;,1994,Am J Hematol,46,304,309,0008037181,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
394,,"p53 mutation, expression, and DNA ploidy in evolving gliomas: evidence for two pathways of progression",van Meyel DJ;Ramsay DA;Casson AG;Keeney M;Chambers AF;Cairncross JG;,1994,J Natl Cancer Inst,86,1011,1017,0008007011,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
395,395,p53 mutations have no additional prognostic value over stage in bladder cancer,Vet JA;Bringuier PP;Poddighe PJ;Karthaus HF;Debruyne FM;Schalken JA;,1994,Br J Cancer,70,496,500,0008080737,IHC in ref 661,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
396,,The p53 status of cultured human premalignant oral keratinocytes,Burns JE;Clark LJ;Yeudall WA;Mitchell R;Mackenzie K;Chang SE;Parkinson EK;,1994,Br J Cancer,70,591,595,0007917902,,,DNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
397,,No association between c-myc amplification and TP53 mutation in sarcoma tumorigenesis,Castresana JS;Barrios C;Gomez L;Kreicbergs A;,1994,Cancer Genet Cytogenet,76,47,49,0008076351,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
398,,Infrequent mutation in tumor suppressor gene p53 in gestational trophoblastic neoplasia,Chen CA;Chen YH;Chen TM;Ko TM;Wu CC;Lee CN;Hsieh CY;,1994,Carcinogenesis,15,2221,2223,0007955057,,,DNA,SSCP,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
399,,"Evidence for a gene on 17p13.3, distal to TP53, as a target for allele loss in breast tumors without p53 mutations",Cornelis RS;van Vliet M;Vos CB;Cleton-Jansen AM;van de Vijver MJ;Peterse JL;Khan PM;Borresen AL;Cornelisse CJ;Devilee P;,1994,Cancer Res,54,4200,4206,0008033152,,,DNA,SSCP/DGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
400,,Comparison of p53 gene mutation and protein overexpression in colorectal carcinomas,Dix B;Robbins P;Carrello S;House A;Iacopetta B;,1994,Br J Cancer,70,585,590,0007917901,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
