Ref_ID,Cross_Ref_ID,Title,Authors,Year,Journal,Volume,Start_page,End_page,PubMed,Comment,Tissue_processing,Start_material,Prescreening,Material_sequenced,exon2,exon3,exon4,exon5,exon6,exon7,exon8,exon9,exon10,exon11,Exclude_analysis,WGS_WXS
1372,,p53 Mutations and exposure to environmental tobacco smoke in a multicenter study on lung cancer,Husgafvel-Pursiainen K;Boffetta P;Kannio A;Nyberg F;Pershagen G;Mukeria A;Constantinescu V;Fortes C;Benhamou S;,2000,Cancer Res,60,2906,2911,10850436,,fixed,DNA,DGGE,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1373,,Distinct pattern of TP53 mutations in squamous cell carcinoma of the esophagus in Iran.,Sepehr A;Taniere P;Martel-Planche G;Zia'ee AA;Rastgar-Jazii F;Yazdanbod M;Etemad-Moghadam G;Kamangar F;Saidi F;Hainaut P;,2001,Oncogene,20,7368,7374,11704866,,fixed/frozen,DNA,DGGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1374,,p53 gene mutations and expression of p53 and mdm2 proteins in invasive breast carcinoma. A comparative analysis with clinico-pathological factors,Gunther T;Schneider-Stock R;Rys J;Niezabitowski A;Roessner A;,1997,J Cancer Res Clin Oncol,123,388,394,9260591,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1375,1375,Alterations of the p16-pRb pathway and the chromosome locus 9p21-22 in non-small-cell lung carcinomas: relationship with p53 and MDM2 protein expression,Gorgoulis VG;Zacharatos P;Kotsinas A;Liloglou T;Kyroudi A;Veslemes M;Rassidakis A;Halazonetis TD;Field JK;Kittas C;,1998,Am J Pathol,153,1749,1765,9846966,Add info from ref 1376 and 1557;,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1377,,Exclusion of a p53 germline mutation in a classic Li-Fraumeni syndrome family,Evans SC;Mims B;McMasters KM;Foster CJ;deAndrade M;Amos CI;Strong LC;Lozano G;,1998,Hum Genet,102,681,686,9703430,,,DNA/RNA,SSCP/FASAY,direct/cloned,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1378,,"Alterations of retinoblastoma, p53, p16(CDKN2), and p15 genes in human astrocytomas",Tsuzuki T;Tsunoda S;Sakaki T;Konishi N;Hiasa Y;Nakamura M;,1996,Cancer,78,287,293,8674005,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1379,,Alteration of the p53 gene of lung carcinomas with sarcomatous transformation (spindle cell carcinoma): analysis of four cases,Kawano R;Takeshima Y;Inai K;,1995,Pathol Int,46,38,45,10846548,,fixed,DNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1380,,The relationship between the gene mutation of p53 and the protein expression of p53 and Ki-67 in non-Hodgkin's lymphomas,Kuze T;Nakamura N;Hashimoto Y;Hojo H;Abe M;Wakasa H;,1996,Pathol Int,46,130,136,10846560,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1381,,Establishment of a human hemangiosarcoma cell line (ISO-HAS),Masuzawa M;Fujimura T;Hamada Y;Fujita Y;Hara H;Nishiyama S;Katsuoka K;Tamauchi H;Sakurai Y;,1999,Int J Cancer,81,305,308,10188735,,fixed,DNA,none,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1383,,Relationship of p53 mutations to epidermal cell proliferation and apoptosis in human UV-induced skin carcinogenesis,Einspahr JG;Alberts DS;Warneke JA;Bozzo P;Basye J;Grogan TM;Nelson MA;Bowden GT;,1999,Neoplasia,1,468,475,10933063,"For chronically sun-damaged skin, 5/13 sample mutated, for normal skin 2/14 were mutated",fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1384,,Sporadic p53 mutations and absence of ras mutations in glioblastomas,Gomori E;Doczi T;Pajor L;Matolcsy A;,1999,Acta Neurochir (Wien ),141,593,599,10929724,,frozen,DNA,SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1385,,Microsatellite instability and p53 mutations in hepatocellular carcinoma,Karachristos A;Liloglou T;Field JK;Deligiorgi E;Kouskouni E;Spandidos DA;,1999,Mol Cell Biol Res Commun,2,155,161,10662591,,fixed,DNA,SSCP,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1386,,Somatic mutations of LKB1 and beta-catenin genes in gastrointestinal polyps from patients with Peutz-Jeghers syndrome,Miyaki M;Iijima T;Hosono K;Ishii R;Yasuno M;Mori T;Toi M;Hishima T;Shitara N;Tamura K;Utsunomiya J;Kobayashi N;Kuroki T;Iwama T;,2000,Cancer Res,60,6311,6313,11103790,,fixed/frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1387,,Association between INK4a-ARF and p53 mutations in skin carcinomas of xeroderma pigmentosum patients,Soufir N;Daya-Grosjean L;de La SP;Moles JP;Dubertret L;Sarasin A;Basset-Seguin N;,2000,J Natl Cancer Inst,92,1841,1847,11078762,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1388,,Co-expression of p53 and bcl-2 may correlate to the presence of epstein- barr virus genome and the expression of proliferating cell nuclear antigen in nasopharyngeal carcinoma,Niemhom S;Kitazawa S;Murao S;Kunachak S;Maeda S;,2000,Cancer Lett,160,199,208,11053650,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1389,,Genomic aberrations in human hepatocellular carcinomas of differing etiologies,Wong N;Lai P;Pang E;Fung LF;Sheng Z;Wong V;Wang W;Hayashi Y;Perlman E;Yuna S;Lau JW;Johnson PJ;,2000,Clin Cancer Res,6,4000,4009,11051249,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1390,,High frequency of clonally related tumors in cases of multiple synchronous lung cancers as revealed by molecular diagnosis,Shimizu S;Yatabe Y;Koshikawa T;Haruki N;Hatooka S;Shinoda M;Suyama M;Ogawa M;Hamajima N;Ueda R;Takahashi T;Mitsudomi T;,2000,Clin Cancer Res,6,3994,3999,11051248,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1391,,Functional evaluation of p53 and PTEN gene mutations in gliomas,Kato H;Kato S;Kumabe T;Sonoda Y;Yoshimoto T;Kato S;Han SY;Suzuki T;Shibata H;Kanamaru R;Ishioka C;,2000,Clin Cancer Res,6,3937,3943,11051241,,frozen,RNA,FASAY,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No
1392,,Heterogeneity in the clinical phenotype of TP53 mutations in breast cancer patients,Alsner J;Yilmaz M;Guldberg P;Hansen LL;Overgaard J;,2000,Clin Cancer Res,6,3923,3931,11051239,,,DNA,DGGE,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1393,,Molecular changes in second primary lung and breast cancers after therapy for Hodgkin's disease,Behrens C;Travis LB;Wistuba II;Davis S;Maitra A;Clarke EA;Lynch CF;Glimelius B;Wiklund T;Tarone R;Gazdar AF;,2000,Cancer Epidemiol Biomarkers Prev,9,1027,1035,11045784,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1394,,A novel natural killer cell line (KHYG-1) from a patient with aggressive natural killer cell leukemia carrying a p53 point mutation,Yagita M;Huang CL;Umehara H;Matsuo Y;Tabata R;Miyake M;Konaka Y;Takatsuki K;,2000,Leukemia,14,922,930,10803526,,fresh,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1395,,"p53 gene status and expression of p53, mdm2, and p21Waf1/Cip1 proteins in colorectal cancer",Veloso M;Wrba F;Kaserer K;Heinze G;Magalhaes A;Herbst F;Teleky B;,2000,Virchows Arch,437,241,247,11037343,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1396,,A serine 37 mutation associated with two missense mutations at highly conserved regions of p53 affect pro-apoptotic genes expression in a T-lymphoblastoid drug resistant cell line,Cinti C;Claudio PP;De Luca A;Cuccurese M;Howard CM;D'Esposito M;Paggi MG;La Sala D;Azzoni L;Halzonetis TD;Giordano A;Maraldi NM;,2000,Oncogene,19,5098,5105,11042698,,,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1397,,A common polymorphism acts as an intragenic modifier of mutant p53 behaviour,Marin MC;Jost CA;Brooks LA;Irwin MS;O'Nions J;Tidy JA;James N;McGregor JM;Harwood CA;Yulug IG;Vousden KH;Allday MJ;Gusterson B;Ikawa S;Hinds PW;Crook T;Kaelin WG;,2000,Nat Genet,25,47,54,10802655,HPV status in Brooks et al. Cancer Res.  2000,frozen,DNA,SSCP,cloned,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1398,,Human TP53 from the malignant glioma-derived cell lines M059J and M059K has a cancer-associated mutation in exon 8,Anderson CW;Allalunis-Turner MJ;,2000,Radiat Res,154,473,476,11023613,,,DNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1399,,p53 mutations in prostatic intraepithelial neoplasia and concurrent carcinoma: analysis of laser capture microdissected specimens from non- transition and transition zones,Takayama H;Shin M;Nonomura N;Okuyama A;Aozasa K;,2000,Jpn J Cancer Res,91,941,947,11011123,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1400,,TP53 mutations and MDM2 gene amplification in squamous-cell carcinomas of the esophagus in south Thailand.,Taniere P;Martel-Planche G;Puttawibul P;Casson A;Montesano R;Chanvitan A;Hainaut P;,2000,Int J Cancer,88,223,227,11004672,,fresh/frozen,DNA,DGGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1401,,Abnormal expression of the ATM and TP53 genes in sporadic breast carcinomas,Angele S;Treilleux I;Taniere P;Martel-Planche G;Vuillaume M;Bailly C;Bremond A;Montesano R;Hall J;,2000,Clin Cancer Res,6,3536,3544,10999741,,fixed,DNA,DGGE,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1402,1402,P53 mutations in primary and metastatic tumors and circulating tumor cells from colorectal carcinoma patients,Khan ZA;Jonas SK;Le Marer N;Patel H;Wharton RQ;Tarragona A;Ivison A;Allen-Mersh TG;,2000,Clin Cancer Res,6,3499,3504,10999735,See ref 1681,frozen,RNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1403,,Combined RAF1 protein expression and p53 mutational status provides a strong predictor of cellular radiosensitivity,Warenius HM;Jones M;Gorman T;McLeish R;Seabra L;Barraclough R;Rudland P;,2000,Br J Cancer,83,1084,1095,10993658,,,RNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1404,,Persistent genetic abnormalities in Barrett's esophagus after photodynamic therapy,Krishnadath KK;Wang KK;Taniguchi K;Sebo TJ;Buttar NS;Anderson MA;Lutzke LS;Liu W;,2000,Gastroenterology,119,624,630,10982754,,fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1405,,Chromosomal instability and p53 inactivation are required for genesis of glioblastoma but not for colorectal cancer in patients with germline mismatch repair gene mutation,Leung SY;Yuen ST;Chan TL;Chan AS;Ho JW;Kwan K;Fan YW;Hung KN;Chung LP;Wyllie AH;,2000,Oncogene,19,4079,4083,10962567,,,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1406,,p53 mutational spectra are different between squamous-cell carcinomas of the lip and the oral cavity,Ostwald C;Gogacz P;Hillmann T;Schweder J;Gundlach K;Kundt G;Barten M;,2000,Int J Cancer,88,82,86,10962443,,frozen,DNA,TTGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1407,,Detection of tumor cells in blood using CD45 magnetic cell separation followed by nested mutant allele-specific amplification of p53 and K- ras genes in patients with colorectal cancer,Iinuma H;Okinaga K;Adachi M;Suda K;Sekine T;Sakagawa K;Baba Y;Tamura J;Kumagai H;Ida A;,2000,Int J Cancer,89,337,344,10956407,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1408,,Oncogenic aberrations in the p53 pathway are associated with a high S phase fraction and poor patient survival in B-cell Non-Hodgkin's lymphoma,Stokke T;Galteland E;Holte H;Smedshammer L;Suo Z;Smeland EB;Borresen-Dale AL;DeAngelis P;Steen HB;,2000,Int J Cancer,89,313,324,10956404,,,DNA,CDGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1409,,p53 analysis of laryngeal cancer in exon 4 to 9,Gottschlich S;Maune S;Preugschat J;Hoffmann M;Werner JA;Maass JD;Gorogh T;Heidorn K;Rudert H;,2000,Anticancer Res,20,2613,2616,10953333,,frozen,DNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1410,,p53 mutations do not predict response to paclitaxel in metastatic nonsmall cell lung carcinoma,King TC;Akerley W;Fan AC;Moore T;Mangray S;Hsiu CM;Safran H;,2000,Cancer,89,769,773,10951339,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1411,,p53 gene mutations in Bowen's disease in Koreans: clustering in exon 5 and multiple mutations,Lee HJ;Kim JS;Ha SJ;Roh KY;Seo EJ;Park WS;Lee JY;Park KS;Kim JW;,2000,Cancer Lett,158,27,33,10940505,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1412,,Genetic alternations of p73 are infrequent but may occur in early stage hepatocellular carcinoma,Peng CY;Tsai SL;Yeh CT;Hung SP;Chen MF;Chen TC;Chu CM;Liaw YF;,2000,Anticancer Res,20,1487,1492,10928060,,frozen,RNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1413,,Detection of minimal residual cancer to investigate why oral tumors recur despite seemingly adequate treatment,Partridge M;Li SR;Pateromichelakis S;Francis R;Phillips E;Huang XH;Tesfa-Selase F;Langdon JD;,2000,Clin Cancer Res,6,2718,2725,10914716,,frozen,RNA,FASAY,cloned,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1414,,Mutation of p53 with loss of heterozygosity in the osteosarcomatous component of a dedifferentiated chondrosarcoma,Grote HJ;Schneider-Stock R;Neumann W;Roessner A;,2000,Virchows Arch,436,494,497,10881744,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1415,1415,p53 protein accumulation and mutations in normal and benign breast tissue,Kandel R;Li SQ;Ozcelik H;Rohan T;,2000,Int J Cancer,87,73,78,10861455,,fixed,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No
1416,,INK4a/ARF locus alterations in human non-Hodgkin's lymphomas mainly occur in tumors with wild-type p53 gene,Pinyol M;Hernandez L;Martinez A;Cobo F;Hernandez S;Bea S;Lopez-Guillermo A;Nayach I;Palacin A;Nadal A;Fernandez PL;Montserrat E;Cardesa A;Campo E;,2000,Am J Pathol,156,1987,1996,10854221,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1417,,MDM2 overexpression with alteration of the p53 protein and gene status in oral carcinogenesis,Li XJ;Murai M;Koyama T;Wang DY;Hashimoto K;,2000,Jpn J Cancer Res,91,492,498,10835493,,frozen,RNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No
1418,,Alterations in exon 4 of the p53 gene in gastric carcinoma,Shepherd T;Tolbert D;Benedetti J;MacDonald J;Stemmermann G;Wiest J;DeVoe G;Miller MA;Wang J;Noffsinger A;Fenoglio-Preiser C;,2000,Gastroenterology,118,1039,1044,10833478,,fixed,DNA,none,direct,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No
1419,,p53 gene mutation and protein expression in operable non-small cell lung cancer in Poland,Niklinska W;Burzykowski T;Chyczewski L;Rusin MR;Furman M;Laudanski J;Chyczewska E;Sulik M;Niklinski J;,2000,Eur J Cancer Prev,9,81,87,10830574,,fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1420,1180,Comparison of TP53 mutations identified by oligonucleotide microarray and conventional DNA sequence analysis,Wen WH;Bernstein L;Lescallett J;Beazer-Barclay Y;Sullivan-Halley J;White M;Press MF;,2000,Cancer Res,60,2716,2722,10825146,See also 1572,frozen,DNA,AmpliChip,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1421,,Mutation analysis of replicative genes encoding the large subunits of DNA polymerase alpha and replication factors A and C in human sporadic colorectal cancers,Popanda O;Zheng C;Magdeburg JR;Buttner J;Flohr T;Hagmuller E;Thielmann HW;,2000,Int J Cancer,86,318,324,10760817,,frozen,RNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1423,,"Circulating p53 antibodies, p53 gene mutational profile and product accumulation in esophageal squamous-cell carcinoma in India",Ralhan R;Arora S;Chattopadhyay TK;Shukla NK;Mathur M;,2000,Int J Cancer,85,791,795,10709097,,frozen,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1424,,"Prognostic significance of TP53 gene mutation in 995 cases of colorectal carcinoma. Influence of tumour site, stage, adjuvant chemotherapy and type of mutation",Soong R;Powell B;Elsaleh H;Gnanasampanthan G;Smith DR;Goh HS;Joseph D;Iacopetta B;,2000,Eur J Cancer,36,2053,2060,11044641,,,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No
1425,969,Prognostic significance of mutations to different structural and functional regions of the p53 gene in breast cancer,Powell B;Soong R;Iacopetta B;Seshadri R;Smith DR;,2000,Clin Cancer Res,6,443,451,10690522,,,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1426,,"The frequency of p53, K-ras mutations, and microsatellite instability differs in uterine endometrioid and serous carcinoma: evidence of distinct molecular genetic pathways",Lax SF;Kendall B;Tashiro H;Slebos RJ;Hedrick L;,2000,Cancer,88,814,824,10679651,,frozen,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
